.d = 0 * 9, 35, 22, 1, 15, 2, 4, 8, 6, 17,.d = 10, 12, 16, 13, 15, 14, 4, 18, 15, 19,.d = 20, 26, 5, 23, 3, 5, 7, 10, 21, 4,.d = 30, 11, 25,
.d = 0 /* 0 */ 9, 35, 22, 1, 15, 2, 4, 8, 6, 17,.d = 10, 12, 16, 13, 15, 14, 4, 18, 15, 19,.d = 20, 23, 3, 5, 7, 10, 21, 4,.d = 30 /* 30, 11, 25,
.d = 0;.d = 9, 35, 22, 1, 15, 2, 4, 8, 6, 17,.d = 10, 12, 16, 13, 15, 14, 4, 18, 15, 19,.d = 20, 21, 5, 23, 3, 5, 7, 10, 21, 4,.d = 30, 11, 25,
/* 0 */ 9, 5, 25, 1, 15, 2, 4, 8, 6, 17, /* 10 */ 20, 12, 13, 15, 14, 4, 18, 15, 19, /* 20 */ 4, 26, 5, 23, 3, 5, 7, 10, 21, 4, /* 30 */ 24, 11, 25,
.d = (int) 9;.d = (int) 2, 4,.d = (int) 8, 6, 17,.d = (int) 20, 12, 16, 13, 15, 14, 4, 18, 15, 19,.d = (int) 20;.d = (int) 4, 26, 5, 23, 3, 5, 7, 10, 21, 4,.d = (int) 30, 11, 25,
.d = 0 * / 9 35, 22, 1, 15, 2, 4, 4, 6, 6, 17,.d = 20, 12, 16, 13, 15, 14, 4, 18, 15, 19,.d = 20, 26, 5, 23, 3, 5, 7, 10, 21, 4,.d = 30 * / 24, 11, 25,
.d = 0;.d = 10, 20, 12, 16, 13, 15, 14, 4, 18, 15, 19,,.d = 20, 21, 23, 3, 5, 7, 10, 21, 4,,.d = 30, 11, 25,
.d = 0 */ 9, 35, 22, 1, 15, 2, 4, 8, 6, 17,.d = 0 */ 20, 12, 16, 13, 15, 14, 4, 18, 15, 19,.d = 0 */ 4, 26, 5, 23, 3, 5, 7, 10, 21, 4,.d = 0 */ 24, 11, 25,
.d = 0 ;.d = 0 ;.d = 5, 35, 22, 1, 15, 2, 4, 8, 6, 17,.d = 10, 12, 16, 13, 15, 14, 4, 18, 15, 19,.d = 20, 26, 5, 23, 3, 5, 7, 10, 21, 4,.d = 30, 11, 25,
.d = 0? 9, 35, 22, 1, 15, 2, 4, 8, 6, 17,.d = 20, 12, 16, 13, 15, 14, 4, 18, 15, 19,.d = 20, 26, 5, 23, 3, 5, 7, 10, 21, 4,.d = 30, 11, 25,
.d = 9, 35, 22, 1, 15, 2, 4, 8, 6, 17,.d = 20, 12, 16, 13, 15, 14, 4, 18, 15, 19,.d = 20, 6, 5, 23, 3, 5, 7, 10, 21, 4,.d = 30, 11, 25,
